Drug1,Drug2,Prob,Source,Method
DB01028,DB11632,0.5,CRD,semEP
DB00339,DB00158,0.5,NCRD,semEP
DB00612,DB01065,0.5,CRD,semEP
DB01191,DB06700,0.5,CRD,semEP
DB09078,DB00983,0.5,CRD,semEP
DB06820,DB08820,0.5,CRD,semEP
DB14010,DB01065,0.5,CRD,semEP
DB01388,DB05229,0.5,CRD,semEP
DB09297,DB01244,0.5,CRD,semEP
DB00339,DB08878,0.5,NCRD,semEP
DB00762,DB00773,0.5,NCRD,semEP
DB00339,DB01069,0.5,CRD,semEP
DB00762,DB11691,0.5,NCRD,semEP
DB00191,DB00397,0.5,NCRD,semEP
DB00191,DB00388,0.5,NCRD,semEP
DB00158,DB08878,0.5,NCRD,semEP
DB00773,DB00788,0.5,NCRD,semEP
DB00191,DB00852,0.5,NCRD,semEP
DB00388,DB00397,0.5,NCRD,semEP
DB00173,DB11691,0.5,NCRD,semEP
DB00966,DB00238,0.5,CRD,semEP
DB00264,DB00636,0.5,CRD,semEP
DB06264,DB09224,0.5,CRD,semEP
DB14010,DB00545,0.5,CRD,semEP
DB13141,DB01303,0.5,CRD,semEP
DB00162,DB00635,0.5,CRD,semEP
DB06217,DB01060,0.5,CRD,semEP
DB06264,DB00598,0.5,CRD,semEP
DB01127,DB01101,0.5,CRD,semEP
DB00813,DB06678,0.5,CRD,semEP
DB00805,DB00969,0.5,CRD,semEP
DB01472,DB01065,0.5,CRD,semEP
DB06727,DB00813,0.5,CRD,semEP
DB01431,DB00523,0.5,CRD,semEP
DB04844,DB00973,0.5,CRD,semEP
DB00806,DB13141,0.5,CRD,semEP
DB01283,DB01107,0.5,CRD,semEP
DB00523,DB00741,0.5,CRD,semEP
DB00696,DB00699,0.5,CRD,semEP
DB01002,DB01107,0.4286,CRD,semEP
DB00523,DB00358,0.4286,CRD,semEP
DB00523,DB01186,0.4286,CRD,semEP
DB00726,DB01056,0.4,CRD,semEP
DB00339,DB04844,0.4,CRD,semEP
DB00796,DB06636,0.4,CRD,semEP
DB05676,DB00191,0.4,CRD,semEP
DB01107,DB00794,0.4,CRD,semEP
DB05351,DB06594,0.4,CRD,semEP
DB00545,DB06691,0.4,CRD,semEP
DB01056,DB01069,0.4,CRD,semEP
DB09296,DB00377,0.4,CRD,semEP
DB01472,DB00780,0.4,CRD,semEP
DB00780,DB00182,0.4,CRD,semEP
DB01472,DB00865,0.4,CRD,semEP
DB01244,DB06413,0.4,CRD,semEP
DB08820,DB00487,0.4,CRD,semEP
DB00206,DB06290,0.4,CRD,semEP
DB00213,DB01235,0.4,CRD,semEP
DB00805,DB01275,0.4,CRD,semEP
DB00699,DB12026,0.4,CRD,semEP
DB01127,DB00788,0.4,CRD,semEP
DB01244,DB01176,0.4,CRD,semEP
DB00520,DB01056,0.4,CRD,semEP
DB00951,DB00206,0.4,CRD,semEP
DB01127,DB06264,0.4,CRD,semEP
DB09296,DB06209,0.4,CRD,semEP
DB01117,DB01127,0.4,CRD,semEP
DB01275,DB06678,0.4,CRD,semEP
DB01244,DB00745,0.4,CRD,semEP
DB00572,DB00454,0.4,CRD,semEP
DB06732,DB01060,0.4,CRD,semEP
DB00520,DB06727,0.4,CRD,semEP
DB11828,DB06419,0.4,CRD,semEP
DB01127,DB01056,0.4,CRD,semEP
DB00796,DB00762,0.4,CRD,semEP
DB06727,DB11779,0.4,CRD,semEP
DB04844,DB09083,0.4,CRD,semEP
DB01437,DB01105,0.4,CRD,semEP
DB00206,DB12070,0.4,CRD,semEP
DB01244,DB00545,0.4,CRD,semEP
DB00820,DB01165,0.4,CRD,semEP
DB06819,DB00255,0.4,CRD,semEP
DB06732,DB00278,0.4,CRD,semEP
DB00320,DB00699,0.4,CRD,semEP
DB01105,DB06204,0.4,CRD,semEP
DB01246,DB01056,0.4,CRD,semEP
DB00574,DB00397,0.4,CRD,semEP
DB00520,DB01060,0.4,CRD,semEP
DB01174,DB01107,0.4,CRD,semEP
DB01002,DB01069,0.4,CRD,semEP
DB01060,DB00278,0.4,CRD,semEP
DB00668,DB01235,0.4,CRD,semEP
DB11901,DB06419,0.4,CRD,semEP
DB00248,DB00699,0.4,CRD,semEP
DB00520,DB06732,0.4,CRD,semEP
DB00699,DB08931,0.4,CRD,semEP
DB01171,DB00820,0.4,CRD,semEP
DB05351,DB01235,0.4,CRD,semEP
DB01176,DB06691,0.4,CRD,semEP
DB04930,DB01056,0.4,CRD,semEP
DB04844,DB00545,0.4,CRD,semEP
DB00796,DB01030,0.4,CRD,semEP
DB00865,DB00182,0.4,CRD,semEP
DB01246,DB00623,0.4,CRD,semEP
DB12483,DB06691,0.4,CRD,semEP
DB00813,DB04844,0.4,CRD,semEP
DB01244,DB01002,0.381,CRD,semEP
DB00243,DB00371,0.381,CRD,semEP
DB00371,DB04861,0.381,CRD,semEP
DB01072,DB01244,0.381,CRD,semEP
DB00371,DB00715,0.381,CRD,semEP
DB00476,DB08865,0.3333,CRD,semEP
DB09143,DB00805,0.3333,CRD,semEP
DB03128,DB06209,0.3333,CRD,semEP
DB01176,DB00528,0.3333,CRD,semEP
DB01094,DB01580,0.3333,CRD,semEP
DB00582,DB01577,0.3333,CRD,semEP
DB08911,DB04861,0.3333,CRD,semEP
DB00694,DB00323,0.3333,CRD,semEP
DB01369,DB01060,0.3333,CRD,semEP
DB01064,DB00234,0.3333,CRD,semEP
DB01437,DB00969,0.3333,CRD,semEP
DB06819,DB00446,0.3333,CRD,semEP
DB06708,DB01065,0.3333,CRD,semEP
DB09224,DB00170,0.3333,CRD,semEP
DB01429,DB01369,0.3333,CRD,semEP
DB00865,DB01577,0.3333,CRD,semEP
DB01035,DB00973,0.3333,CRD,semEP
DB00339,DB08860,0.3333,CRD,semEP
DB09236,DB00195,0.3333,CRD,semEP
DB01611,DB01263,0.3333,CRD,semEP
DB09166,DB01611,0.3333,CRD,semEP
DB06594,DB00780,0.3333,CRD,semEP
DB01429,DB09083,0.3333,CRD,semEP
DB00934,DB00749,0.3333,CRD,semEP
DB01059,DB01233,0.3333,CRD,semEP
DB05246,DB00238,0.3333,CRD,semEP
DB01263,DB00983,0.3333,CRD,semEP
DB06727,DB01559,0.3333,CRD,semEP
DB09224,DB00820,0.3333,CRD,semEP
DB01235,DB00401,0.3333,CRD,semEP
DB01074,DB00572,0.3333,CRD,semEP
DB01263,DB01274,0.3333,CRD,semEP
DB01394,DB06691,0.3333,CRD,semEP
DB04846,DB01193,0.3333,CRD,semEP
DB01056,DB01320,0.3333,CRD,semEP
DB06210,DB01274,0.3333,CRD,semEP
DB00795,DB01275,0.3333,CRD,semEP
DB01035,DB00912,0.3333,CRD,semEP
DB00598,DB06207,0.3333,CRD,semEP
DB00983,DB00973,0.3333,CRD,semEP
DB09232,DB00264,0.3333,CRD,semEP
DB00255,DB01577,0.3333,CRD,semEP
DB00339,DB04840,0.3333,CRD,semEP
DB00485,DB00264,0.3333,CRD,semEP
DB00182,DB05219,0.3333,CRD,semEP
DB01431,DB00206,0.3333,CRD,semEP
DB06204,DB00938,0.3333,CRD,semEP
DB00754,DB08931,0.3333,CRD,semEP
DB06725,DB00612,0.3333,CRD,semEP
DB00872,DB01069,0.3333,CRD,semEP
DB01117,DB01437,0.3333,CRD,semEP
DB06820,DB01179,0.3333,CRD,semEP
DB09330,DB00754,0.3333,CRD,semEP
DB09143,DB00523,0.3333,CRD,semEP
DB01246,DB06204,0.3333,CRD,semEP
DB01192,DB00788,0.3333,CRD,semEP
DB00715,DB00309,0.3333,CRD,semEP
DB01117,DB05271,0.3333,CRD,semEP
DB06217,DB11575,0.3333,CRD,semEP
DB00805,DB01098,0.3333,CRD,semEP
DB09232,DB01580,0.3333,CRD,semEP
DB14010,DB04725,0.3333,CRD,semEP
DB09143,DB06204,0.3333,CRD,semEP
DB01171,DB03701,0.3333,CRD,semEP
DB06717,DB00598,0.3333,CRD,semEP
DB14010,DB00247,0.3333,CRD,semEP
DB04630,DB00390,0.3333,CRD,semEP
DB06717,DB01233,0.3333,CRD,semEP
DB00754,DB01115,0.3333,CRD,semEP
DB00246,DB01064,0.3333,CRD,semEP
DB06652,DB01580,0.3333,CRD,semEP
DB01611,DB01220,0.3333,CRD,semEP
DB00973,DB06691,0.3333,CRD,semEP
DB01035,DB06207,0.3333,CRD,semEP
DB00820,DB04844,0.3333,CRD,semEP
DB01437,DB09083,0.3333,CRD,semEP
DB06594,DB08865,0.3333,CRD,semEP
DB00805,DB01248,0.3333,CRD,semEP
DB00246,DB01176,0.3333,CRD,semEP
DB08930,DB00598,0.3333,CRD,semEP
DB14010,DB00773,0.3333,CRD,semEP
DB06728,DB09235,0.3333,CRD,semEP
DB01394,DB01064,0.3333,CRD,semEP
DB04977,DB00598,0.3333,CRD,semEP
DB04840,DB00865,0.3333,CRD,semEP
DB11799,DB06689,0.3333,CRD,semEP
DB00255,DB01096,0.3333,CRD,semEP
DB00865,DB00598,0.3333,CRD,semEP
DB09183,DB06594,0.3333,CRD,semEP
DB01094,DB01274,0.3333,CRD,semEP
DB00805,DB06268,0.3333,CRD,semEP
DB06217,DB06264,0.3333,CRD,semEP
DB04886,DB01191,0.3333,CRD,semEP
DB00371,DB01411,0.3333,CRD,semEP
DB01087,DB08860,0.3333,CRD,semEP
DB11575,DB04861,0.3333,CRD,semEP
DB00754,DB00862,0.3333,CRD,semEP
DB01274,DB00973,0.3333,CRD,semEP
DB00523,DB06370,0.3333,CRD,semEP
DB01096,DB00636,0.3333,CRD,semEP
DB00852,DB00388,0.3333,CRD,semEP
DB09148,DB00195,0.3333,CRD,semEP
DB04886,DB06728,0.3333,CRD,semEP
DB01611,DB00481,0.3333,CRD,semEP
DB00206,DB03756,0.3333,CRD,semEP
DB06685,DB06691,0.3333,CRD,semEP
DB00795,DB00951,0.3333,CRD,semEP
DB09083,DB00598,0.3333,CRD,semEP
DB01437,DB06207,0.3333,CRD,semEP
DB13878,DB06691,0.3333,CRD,semEP
DB01274,DB00397,0.3333,CRD,semEP
DB01274,DB12026,0.3333,CRD,semEP
DB01117,DB01074,0.3333,CRD,semEP
DB01170,DB06727,0.3333,CRD,semEP
DB03128,DB00270,0.3333,CRD,semEP
DB09236,DB06204,0.3333,CRD,semEP
DB01175,DB06264,0.3333,CRD,semEP
DB00523,DB00622,0.3333,CRD,semEP
DB00523,DB00912,0.3333,CRD,semEP
DB00203,DB00523,0.3333,CRD,semEP
DB00466,DB01248,0.3333,CRD,semEP
DB06264,DB00541,0.3333,CRD,semEP
DB00476,DB06731,0.3333,CRD,semEP
DB00207,DB06419,0.3333,CRD,semEP
DB00574,DB01259,0.3333,CRD,semEP
DB09231,DB06204,0.3333,CRD,semEP
DB09083,DB00788,0.3333,CRD,semEP
DB00328,DB09073,0.3333,CRD,semEP
DB06217,DB09230,0.3333,CRD,semEP
DB01577,DB00446,0.3333,CRD,semEP
DB09076,DB00444,0.3333,CRD,semEP
DB00572,DB11799,0.3333,CRD,semEP
DB09229,DB00191,0.3333,CRD,semEP
DB03128,DB00938,0.3333,CRD,semEP
DB01176,DB06155,0.3333,CRD,semEP
DB06210,DB00598,0.3333,CRD,semEP
DB00959,DB00394,0.3333,CRD,semEP
DB01611,DB01059,0.3333,CRD,semEP
DB00318,DB00323,0.3333,CRD,semEP
DB06652,DB00195,0.3333,CRD,semEP
DB00264,DB09101,0.3333,CRD,semEP
DB06217,DB06605,0.3333,CRD,semEP
DB00328,DB00247,0.3333,CRD,semEP
DB12483,DB00476,0.3333,CRD,semEP
DB01577,DB01590,0.3333,CRD,semEP
DB00206,DB00615,0.3333,CRD,semEP
DB01248,DB01176,0.3333,CRD,semEP
DB11431,DB00195,0.3333,CRD,semEP
DB09224,DB03701,0.3333,CRD,semEP
DB01127,DB06204,0.3333,CRD,semEP
DB00805,DB06652,0.3333,CRD,semEP
DB11779,DB09076,0.3333,CRD,semEP
DB00795,DB01131,0.3333,CRD,semEP
DB01054,DB04861,0.3333,CRD,semEP
DB01096,DB01275,0.3333,CRD,semEP
DB11828,DB00983,0.3333,CRD,semEP
DB00795,DB01176,0.3333,CRD,semEP
DB00574,DB00444,0.3333,CRD,semEP
DB00805,DB06772,0.3333,CRD,semEP
DB06731,DB00788,0.3333,CRD,semEP
DB00574,DB09230,0.3333,CRD,semEP
DB00182,DB00446,0.3333,CRD,semEP
DB09143,DB00598,0.3333,CRD,semEP
DB11943,DB00195,0.3333,CRD,semEP
DB01437,DB09078,0.3333,CRD,semEP
DB00204,DB01235,0.3333,CRD,semEP
DB00796,DB08903,0.3333,CRD,semEP
DB06727,DB00877,0.3333,CRD,semEP
DB04977,DB00195,0.3333,CRD,semEP
DB00283,DB00572,0.3333,CRD,semEP
DB00983,DB00938,0.3333,CRD,semEP
DB06212,DB06264,0.3333,CRD,semEP
DB09236,DB00788,0.3333,CRD,semEP
DB00755,DB03128,0.3333,CRD,semEP
DB04840,DB01056,0.3333,CRD,semEP
DB09183,DB00523,0.3333,CRD,semEP
DB06212,DB01244,0.3333,CRD,semEP
DB00858,DB06730,0.3333,CRD,semEP
DB00780,DB00397,0.3333,CRD,semEP
DB00371,DB01319,0.3333,CRD,semEP
DB06506,DB01319,0.3333,CRD,semEP
DB01176,DB09083,0.3333,CRD,semEP
DB06717,DB06727,0.3333,CRD,semEP
DB01283,DB01194,0.3333,CRD,semEP
DB00206,DB04934,0.3333,CRD,semEP
DB00864,DB03128,0.3333,CRD,semEP
DB00572,DB06616,0.3333,CRD,semEP
DB01192,DB05229,0.3333,CRD,semEP
DB01175,DB01056,0.3333,CRD,semEP
DB00248,DB14010,0.3333,CRD,semEP
DB00912,DB04861,0.3333,CRD,semEP
DB08909,DB00749,0.3333,CRD,semEP
DB01177,DB01275,0.3333,CRD,semEP
DB11712,DB09224,0.3333,CRD,semEP
DB00182,DB00397,0.3333,CRD,semEP
DB00795,DB00191,0.3333,CRD,semEP
DB00694,DB00598,0.3333,CRD,semEP
DB09224,DB00537,0.3333,CRD,semEP
DB00467,DB00734,0.3333,CRD,semEP
DB00574,DB01264,0.3333,CRD,semEP
DB01611,DB00469,0.3333,CRD,semEP
DB09143,DB01065,0.3333,CRD,semEP
DB00273,DB00195,0.3333,CRD,semEP
DB00248,DB00788,0.3333,CRD,semEP
DB14010,DB00969,0.3333,CRD,semEP
DB00858,DB06412,0.3333,CRD,semEP
DB01127,DB01094,0.3333,CRD,semEP
DB00683,DB03128,0.3333,CRD,semEP
DB01171,DB09237,0.3333,CRD,semEP
DB00754,DB00912,0.3333,CRD,semEP
DB08896,DB00195,0.3333,CRD,semEP
DB00476,DB01394,0.3333,CRD,semEP
DB01056,DB00736,0.3333,CRD,semEP
DB00211,DB00446,0.3333,CRD,semEP
DB11575,DB01577,0.3333,CRD,semEP
DB00668,DB01472,0.3333,CRD,semEP
DB00947,DB00195,0.3333,CRD,semEP
DB00339,DB06731,0.3333,CRD,semEP
DB06819,DB06700,0.3333,CRD,semEP
DB00864,DB01580,0.3333,CRD,semEP
DB11641,DB01562,0.3333,CRD,semEP
DB00912,DB00476,0.3333,CRD,semEP
DB01274,DB06207,0.3333,CRD,semEP
DB00574,DB01320,0.3333,CRD,semEP
DB09076,DB06772,0.3333,CRD,semEP
DB01059,DB06691,0.3333,CRD,semEP
DB01056,DB01274,0.3333,CRD,semEP
DB04930,DB04844,0.3333,CRD,semEP
DB06264,DB06700,0.3333,CRD,semEP
DB00574,DB09082,0.3333,CRD,semEP
DB06594,DB09078,0.3333,CRD,semEP
DB06264,DB00358,0.3333,CRD,semEP
DB01176,DB09082,0.3333,CRD,semEP
DB06212,DB00983,0.3333,CRD,semEP
DB00683,DB04861,0.3333,CRD,semEP
DB08820,DB00195,0.3333,CRD,semEP
DB01064,DB01411,0.3333,CRD,semEP
DB11799,DB06204,0.3333,CRD,semEP
DB01117,DB00615,0.3333,CRD,semEP
DB01056,DB08820,0.3333,CRD,semEP
DB01036,DB06728,0.3333,CRD,semEP
DB00371,DB14185,0.3333,CRD,semEP
DB00567,DB01065,0.3333,CRD,semEP
DB01107,DB05239,0.3333,CRD,semEP
DB06217,DB12267,0.3333,CRD,semEP
DB01275,DB00554,0.3333,CRD,semEP
DB01229,DB01107,0.3333,CRD,semEP
DB01059,DB01577,0.3333,CRD,semEP
DB01179,DB06691,0.3333,CRD,semEP
DB00371,DB01392,0.3333,CRD,semEP
DB00394,DB00180,0.3333,CRD,semEP
DB06819,DB06731,0.3333,CRD,semEP
DB01176,DB01562,0.3333,CRD,semEP
DB01263,DB11632,0.3333,CRD,semEP
DB00570,DB06594,0.3333,CRD,semEP
DB00715,DB06207,0.3333,CRD,semEP
DB01431,DB01096,0.3333,CRD,semEP
DB00762,DB01191,0.3333,CRD,semEP
DB09054,DB01233,0.3333,CRD,semEP
DB09296,DB00243,0.3333,CRD,semEP
DB09297,DB06217,0.3333,CRD,semEP
DB11613,DB01233,0.3333,CRD,semEP
DB00813,DB01577,0.3333,CRD,semEP
DB01577,DB12026,0.3333,CRD,semEP
DB00877,DB00191,0.3333,CRD,semEP
DB04630,DB01708,0.3333,CRD,semEP
DB01349,DB06594,0.3333,CRD,semEP
DB00523,DB11828,0.3333,CRD,semEP
DB11691,DB00574,0.3333,CRD,semEP
DB06819,DB06282,0.3333,CRD,semEP
DB01107,DB01320,0.3333,CRD,semEP
DB06652,DB06691,0.3333,CRD,semEP
DB01431,DB00323,0.3333,CRD,semEP
DB06217,DB00773,0.3333,CRD,semEP
DB06736,DB00195,0.3333,CRD,semEP
DB05676,DB00264,0.3333,CRD,semEP
DB03128,DB13941,0.3333,CRD,semEP
DB11828,DB00264,0.3333,CRD,semEP
DB06594,DB00938,0.3333,CRD,semEP
DB06800,DB06605,0.3333,CRD,semEP
DB00528,DB06264,0.3333,CRD,semEP
DB00572,DB09065,0.3333,CRD,semEP
DB09076,DB01411,0.3333,CRD,semEP
DB01611,DB00912,0.3333,CRD,semEP
DB01333,DB01107,0.3333,CRD,semEP
DB14010,DB00683,0.3333,CRD,semEP
DB11274,DB00476,0.3333,CRD,semEP
DB00206,DB11943,0.3333,CRD,semEP
DB00520,DB01562,0.3333,CRD,semEP
DB06691,DB00745,0.3333,CRD,semEP
DB04934,DB04861,0.3333,CRD,semEP
DB09143,DB00983,0.3333,CRD,semEP
DB00983,DB00545,0.3333,CRD,semEP
DB00328,DB08903,0.3333,CRD,semEP
DB06217,DB01320,0.3333,CRD,semEP
DB00523,DB06652,0.3333,CRD,semEP
DB01431,DB01094,0.3333,CRD,semEP
DB06155,DB06204,0.3333,CRD,semEP
DB06594,DB09083,0.3333,CRD,semEP
DB06594,DB00973,0.3333,CRD,semEP
DB00755,DB01096,0.3333,CRD,semEP
DB03128,DB00545,0.3333,CRD,semEP
DB00206,DB01136,0.3333,CRD,semEP
DB01611,DB09078,0.3333,CRD,semEP
DB09166,DB00195,0.3333,CRD,semEP
DB00805,DB12001,0.3333,CRD,semEP
DB09229,DB01283,0.3333,CRD,semEP
DB06506,DB00549,0.3333,CRD,semEP
DB01096,DB00446,0.3333,CRD,semEP
DB01176,DB09236,0.3333,CRD,semEP
DB00371,DB01137,0.3333,CRD,semEP
DB06594,DB14185,0.3333,CRD,semEP
DB05229,DB06700,0.3333,CRD,semEP
DB00497,DB00323,0.3333,CRD,semEP
DB00574,DB01179,0.3333,CRD,semEP
DB00377,DB05246,0.3333,CRD,semEP
DB01176,DB12161,0.3333,CRD,semEP
DB01562,DB00694,0.3333,CRD,semEP
DB00247,DB00598,0.3333,CRD,semEP
DB06728,DB00238,0.3333,CRD,semEP
DB01191,DB08865,0.3333,CRD,semEP
DB00339,DB00590,0.3333,CRD,semEP
DB06594,DB11581,0.3333,CRD,semEP
DB00466,DB00180,0.3333,CRD,semEP
DB01036,DB06264,0.3333,CRD,semEP
DB06594,DB01096,0.3333,CRD,semEP
DB00607,DB03128,0.3333,CRD,semEP
DB06506,DB00539,0.3333,CRD,semEP
DB00969,DB01577,0.3333,CRD,semEP
DB00520,DB00598,0.3333,CRD,semEP
DB01105,DB00191,0.3333,CRD,semEP
DB11828,DB01274,0.3333,CRD,semEP
DB06210,DB01107,0.3333,CRD,semEP
DB00655,DB01096,0.3333,CRD,semEP
DB00938,DB01472,0.3333,CRD,semEP
DB00804,DB01248,0.3333,CRD,semEP
DB06264,DB00349,0.3333,CRD,semEP
DB00523,DB00224,0.3333,CRD,semEP
DB00539,DB01235,0.3333,CRD,semEP
DB06731,DB01191,0.3333,CRD,semEP
DB01001,DB00574,0.3333,CRD,semEP
DB00195,DB06772,0.3333,CRD,semEP
DB01002,DB00699,0.3333,CRD,semEP
DB09054,DB00934,0.3333,CRD,semEP
DB01213,DB00598,0.3333,CRD,semEP
DB09223,DB04861,0.3333,CRD,semEP
DB06800,DB09082,0.3333,CRD,semEP
DB00264,DB00882,0.3333,CRD,semEP
DB06717,DB00264,0.3333,CRD,semEP
DB06652,DB01056,0.3333,CRD,semEP
DB11779,DB01191,0.3333,CRD,semEP
DB01213,DB01229,0.3333,CRD,semEP
DB08896,DB01235,0.3333,CRD,semEP
DB05804,DB00316,0.3333,CRD,semEP
DB00476,DB06636,0.3333,CRD,semEP
DB08903,DB00598,0.3333,CRD,semEP
DB01107,DB00401,0.3333,CRD,semEP
DB00813,DB00264,0.3333,CRD,semEP
DB06217,DB00572,0.3333,CRD,semEP
DB00845,DB01611,0.3333,CRD,semEP
DB06594,DB00813,0.3333,CRD,semEP
DB00549,DB04861,0.3333,CRD,semEP
DB00715,DB00820,0.3333,CRD,semEP
DB00574,DB01394,0.3333,CRD,semEP
DB11712,DB01274,0.3333,CRD,semEP
DB01213,DB00715,0.3333,CRD,semEP
DB01105,DB00934,0.3333,CRD,semEP
DB06212,DB01429,0.3333,CRD,semEP
DB01171,DB06207,0.3333,CRD,semEP
DB01036,DB01064,0.3333,CRD,semEP
DB06282,DB01577,0.3333,CRD,semEP
DB01213,DB06204,0.3333,CRD,semEP
DB01176,DB04946,0.3333,CRD,semEP
DB00795,DB01171,0.3333,CRD,semEP
DB00539,DB04844,0.3333,CRD,semEP
DB01064,DB00323,0.3333,CRD,semEP
DB00182,DB06700,0.3333,CRD,semEP
DB00211,DB01056,0.3333,CRD,semEP
DB06819,DB00938,0.3333,CRD,semEP
DB00831,DB01069,0.3333,CRD,semEP
DB09555,DB11611,0.3333,CRD,semEP
DB01096,DB08864,0.3333,CRD,semEP
DB00574,DB00446,0.3333,CRD,semEP
DB01577,DB00397,0.3333,CRD,semEP
DB01194,DB01069,0.3333,CRD,semEP
DB01105,DB01235,0.3333,CRD,semEP
DB00476,DB00481,0.3333,CRD,semEP
DB01275,DB01065,0.3333,CRD,semEP
DB06708,DB06594,0.3333,CRD,semEP
DB00938,DB00598,0.3333,CRD,semEP
DB01176,DB04844,0.3333,CRD,semEP
DB06727,DB09231,0.3333,CRD,semEP
DB14185,DB00572,0.3333,CRD,semEP
DB00715,DB00270,0.3333,CRD,semEP
DB01213,DB01064,0.3333,CRD,semEP
DB00523,DB08865,0.3333,CRD,semEP
DB09143,DB01274,0.3333,CRD,semEP
DB09073,DB01235,0.3333,CRD,semEP
DB04844,DB08864,0.3333,CRD,semEP
DB01075,DB03701,0.3333,CRD,semEP
DB00795,DB01235,0.3333,CRD,semEP
DB01244,DB06652,0.3333,CRD,semEP
DB01171,DB09231,0.3333,CRD,semEP
DB00612,DB03756,0.3333,CRD,semEP
DB12483,DB06264,0.3333,CRD,semEP
DB00795,DB01431,0.3333,CRD,semEP
DB01580,DB09101,0.3333,CRD,semEP
DB06145,DB01056,0.3333,CRD,semEP
DB01191,DB01105,0.3333,CRD,semEP
DB04846,DB00983,0.3333,CRD,semEP
DB06264,DB08901,0.3333,CRD,semEP
DB14185,DB06264,0.3333,CRD,semEP
DB09224,DB08827,0.3333,CRD,semEP
DB00365,DB09076,0.3333,CRD,semEP
DB08882,DB06727,0.3333,CRD,semEP
DB00715,DB09236,0.3333,CRD,semEP
DB11581,DB01233,0.3333,CRD,semEP
DB00754,DB01411,0.3333,CRD,semEP
DB00572,DB01320,0.3333,CRD,semEP
DB00393,DB08846,0.3333,CRD,semEP
DB08893,DB01060,0.3333,CRD,semEP
DB09053,DB00371,0.3333,CRD,semEP
DB06708,DB00788,0.3333,CRD,semEP
DB00973,DB01069,0.3333,CRD,semEP
DB04905,DB00323,0.3333,CRD,semEP
DB06264,DB01192,0.3333,CRD,semEP
DB06594,DB04855,0.3333,CRD,semEP
DB01244,DB09078,0.3333,CRD,semEP
DB09083,DB05246,0.3333,CRD,semEP
DB01074,DB00328,0.3333,CRD,semEP
DB00248,DB06264,0.3333,CRD,semEP
DB06506,DB01194,0.3333,CRD,semEP
DB00523,DB08896,0.3333,CRD,semEP
DB06264,DB01562,0.3333,CRD,semEP
DB00694,DB04861,0.3333,CRD,semEP
DB00204,DB01191,0.3333,CRD,semEP
DB00754,DB09083,0.3333,CRD,semEP
DB00476,DB00814,0.3333,CRD,semEP
DB00872,DB00934,0.3333,CRD,semEP
DB00318,DB05229,0.3333,CRD,semEP
DB01559,DB00934,0.3333,CRD,semEP
DB00541,DB01233,0.3333,CRD,semEP
DB01176,DB01094,0.3333,CRD,semEP
DB00520,DB00195,0.3333,CRD,semEP
DB00795,DB01241,0.3333,CRD,semEP
DB03128,DB11613,0.3333,CRD,semEP
DB08896,DB01580,0.3333,CRD,semEP
DB00715,DB09083,0.3333,CRD,semEP
DB00574,DB01094,0.3333,CRD,semEP
DB06712,DB01577,0.3333,CRD,semEP
DB01191,DB05229,0.3333,CRD,semEP
DB00339,DB00554,0.3333,CRD,semEP
DB06731,DB00191,0.3333,CRD,semEP
DB06594,DB09291,0.3333,CRD,semEP
DB06728,DB06652,0.3333,CRD,semEP
DB09054,DB06264,0.3333,CRD,semEP
DB06264,DB00185,0.3333,CRD,semEP
DB01074,DB01094,0.3333,CRD,semEP
DB06155,DB01191,0.3333,CRD,semEP
DB06819,DB03701,0.3333,CRD,semEP
DB01002,DB01235,0.3333,CRD,semEP
DB06264,DB00182,0.3333,CRD,semEP
DB11611,DB00934,0.3333,CRD,semEP
DB01096,DB06413,0.3333,CRD,semEP
DB00762,DB01065,0.3333,CRD,semEP
DB01060,DB00545,0.3333,CRD,semEP
DB01035,DB06282,0.3333,CRD,semEP
DB00989,DB01176,0.3333,CRD,semEP
DB00255,DB01094,0.3333,CRD,semEP
DB00852,DB01001,0.3333,CRD,semEP
DB00572,DB13141,0.3333,CRD,semEP
DB00487,DB01069,0.3333,CRD,semEP
DB11921,DB01107,0.3333,CRD,semEP
DB01179,DB05219,0.3333,CRD,semEP
DB00285,DB05229,0.3333,CRD,semEP
DB01319,DB04861,0.3333,CRD,semEP
DB00938,DB00397,0.3333,CRD,semEP
DB14010,DB09101,0.3333,CRD,semEP
DB00795,DB00323,0.3333,CRD,semEP
DB01054,DB01233,0.3333,CRD,semEP
DB01254,DB03128,0.3333,CRD,semEP
DB06210,DB00983,0.3333,CRD,semEP
DB01074,DB00170,0.3333,CRD,semEP
DB00754,DB00393,0.3333,CRD,semEP
DB00328,DB06685,0.3333,CRD,semEP
DB00195,DB11943,0.3333,CRD,semEP
DB00211,DB06174,0.3333,CRD,semEP
DB09076,DB12267,0.3333,CRD,semEP
DB00539,DB11611,0.3333,CRD,semEP
DB09082,DB06204,0.3333,CRD,semEP
DB09224,DB06738,0.3333,CRD,semEP
DB00699,DB05239,0.3333,CRD,semEP
DB09237,DB01283,0.3333,CRD,semEP
DB00466,DB01083,0.3333,CRD,semEP
DB00607,DB06691,0.3333,CRD,semEP
DB09076,DB11613,0.3333,CRD,semEP
DB00773,DB01274,0.3333,CRD,semEP
DB00309,DB01562,0.3333,CRD,semEP
DB09296,DB01002,0.3333,CRD,semEP
DB00476,DB06209,0.3333,CRD,semEP
DB00264,DB09083,0.3333,CRD,semEP
