Drug1,Drug2,Prob,Method
DB01008,C0029456,0.9549,BLM
DB00224,C0027651,0.9549,BLM
DB00958,C0017181,0.9548,BLM
DB00887,C0042514,0.9547,BLM
DB00630,C0026826,0.9547,BLM
DB00783,C0019064,0.9547,BLM
DB00932,C0010692,0.9547,BLM
DB01079,C0019079,0.9547,BLM
DB00294,C0042514,0.9546,BLM
DB06215,C0019079,0.9546,BLM
DB00997,C0003855,0.9545,BLM
DB00209,C0042514,0.9545,BLM
DB00261,C0017565,0.9544,BLM
DB06213,C0019079,0.9544,BLM
DB01280,C0019079,0.9543,BLM
DB01202,C0042267,0.9543,BLM
DB01083,C0025323,0.9542,BLM
DB06769,C0025323,0.9542,BLM
DB00969,C0022408,0.9542,BLM
DB00671,C0026826,0.9542,BLM
DB00399,C0018926,0.9542,BLM
DB01083,C0042514,0.9541,BLM
DB00316,C0042514,0.954,BLM
DB00580,C0042514,0.954,BLM
DB00130,C0026826,0.954,BLM
DB00783,C0005695,0.9539,BLM
DB00997,C0029089,0.9539,BLM
DB00207,C0019079,0.9539,BLM
DB00492,C0018802,0.9538,BLM
DB01024,C0018926,0.9537,BLM
DB00316,C0014591,0.9536,BLM
DB00419,C0042514,0.9536,BLM
DB00343,C0017565,0.9535,BLM
DB00175,C0003855,0.9534,BLM
DB00492,C0010692,0.9532,BLM
DB01072,C0017565,0.953,BLM
DB01029,C0017565,0.953,BLM
DB00671,C0042024,0.9528,BLM
DB00224,C0018802,0.9526,BLM
DB00130,C0017181,0.9526,BLM
DB09101,C0151825,0.9526,BLM
DB00422,C0017565,0.9525,BLM
DB00104,C0017565,0.9525,BLM
DB06791,C0042514,0.9525,BLM
DB01080,C0015402,0.9525,BLM
DB13868,C0042514,0.9524,BLM
DB00953,C0019079,0.9524,BLM
DB01012,C0042514,0.9524,BLM
DB00783,C0018926,0.9524,BLM
DB00224,C0019079,0.9524,BLM
DB00877,C0018926,0.9523,BLM
DB00884,C0042514,0.9522,BLM
DB01280,C0702166,0.952,BLM
DB01262,C0018926,0.9519,BLM
DB01149,C0029927,0.9519,BLM
DB00969,C0042514,0.9519,BLM
DB01017,C0019079,0.9514,BLM
DB01232,C0010692,0.9514,BLM
DB00602,C0042514,0.9512,BLM
DB01220,C0013390,0.9511,BLM
DB00836,C0042024,0.9511,BLM
DB00399,C0029456,0.951,BLM
DB00315,C0032000,0.9509,BLM
DB00811,C0032000,0.9509,BLM
DB00296,C0017565,0.9509,BLM
DB00006,C0010692,0.9508,BLM
DB01254,C0162119,0.9508,BLM
DB01609,C0042514,0.9508,BLM
DB00297,C0042514,0.9507,BLM
DB00857,C0013390,0.9506,BLM
DB04485,C0042514,0.9506,BLM
DB01262,C0162119,0.9504,BLM
DB00244,C0003855,0.9504,BLM
DB00836,C0042514,0.9503,BLM
DB01280,C0162119,0.9503,BLM
DB06626,C0151699,0.9502,BLM
DB09101,C0042267,0.9502,BLM
DB00709,C0162119,0.9501,BLM
DB00762,C0019079,0.9501,BLM
DB00583,C0702166,0.95,BLM
DB01250,C0042514,0.95,BLM
DB00916,C0011849,0.9499,BLM
DB00783,C0017565,0.9498,BLM
DB00804,C0042514,0.9497,BLM
DB01080,C0151699,0.9496,BLM
DB00790,C0019079,0.9496,BLM
DB00396,C0019079,0.9495,BLM
DB01250,C0042024,0.9495,BLM
DB00776,C0151699,0.9494,BLM
DB00804,C0013390,0.9494,BLM
DB01117,C0162119,0.9492,BLM
DB00006,C0026826,0.9492,BLM
DB01080,C0162119,0.9491,BLM
DB01046,C0038454,0.949,BLM
DB01268,C0019079,0.949,BLM
DB01101,C0015402,0.949,BLM
DB00273,C0151699,0.9489,BLM
DB00814,C0019079,0.9489,BLM
DB00343,C0019079,0.9489,BLM
DB00953,C0017565,0.9487,BLM
DB00928,C0162119,0.9487,BLM
DB00877,C0162119,0.9486,BLM
DB00580,C0702166,0.9485,BLM
DB00631,C0022408,0.9485,BLM
DB00480,C0019064,0.9485,BLM
DB00997,C0015402,0.9483,BLM
DB00630,C0702166,0.9482,BLM
DB00316,C0023380,0.9482,BLM
DB01232,C0042514,0.9481,BLM
DB01083,C0028734,0.948,BLM
DB00492,C0025323,0.948,BLM
DB09065,C0013390,0.9479,BLM
DB01024,C0149871,0.9479,BLM
DB00104,C0019079,0.9478,BLM
DB00762,C0042514,0.9477,BLM
DB00396,C0018926,0.9476,BLM
DB00658,C0017181,0.9475,BLM
DB00349,C0019079,0.9474,BLM
DB00399,C0162119,0.9473,BLM
DB01117,C0042514,0.9472,BLM
DB00399,C0019079,0.9472,BLM
DB14126,C0019079,0.9472,BLM
DB00216,C0003855,0.9472,BLM
DB01149,C0151699,0.9472,BLM
DB01079,C0019572,0.9471,BLM
DB00492,C0042514,0.947,BLM
DB01029,C0019079,0.947,BLM
DB01280,C0022408,0.9469,BLM
DB01264,C0042514,0.9467,BLM
DB00693,C0019079,0.9467,BLM
DB00762,C0018926,0.9466,BLM
DB01008,C0042514,0.9465,BLM
DB01222,C0019079,0.9465,BLM
DB00331,C0042024,0.9464,BLM
DB00659,C0019064,0.9462,BLM
DB00316,C0017181,0.9461,BLM
DB00331,C0014591,0.9461,BLM
DB01008,C0038454,0.9461,BLM
DB00224,C0042514,0.946,BLM
DB00669,C0019064,0.946,BLM
DB00396,C0162119,0.9457,BLM
DB00804,C0232461,0.9457,BLM
DB06769,C0026826,0.9456,BLM
DB08873,C1384606,0.9456,BLM
DB00175,C0017565,0.9455,BLM
DB00602,C0013390,0.9455,BLM
DB00932,C0151825,0.9455,BLM
DB00130,C0014591,0.9451,BLM
DB00956,C0017181,0.945,BLM
DB00783,C0151699,0.9449,BLM
DB00555,C1384606,0.9448,BLM
DB01280,C0042514,0.9447,BLM
DB00884,C0028734,0.9447,BLM
DB06215,C0042514,0.9447,BLM
DB00633,C0151825,0.9446,BLM
DB01129,C0018802,0.9445,BLM
DB01039,C0023380,0.9445,BLM
DB00209,C0028734,0.9444,BLM
DB06215,C0022408,0.9443,BLM
DB00853,C0003855,0.9442,BLM
DB01250,C0013390,0.9441,BLM
DB00273,C0019064,0.9441,BLM
DB00659,C0003855,0.9441,BLM
DB00244,C0015402,0.944,BLM
DB01220,C0232461,0.9439,BLM
DB00184,C0034065,0.9439,BLM
DB11180,C0014591,0.9439,BLM
DB01609,C0026826,0.9439,BLM
DB00669,C0017565,0.9437,BLM
DB00932,C0018418,0.9436,BLM
DB00877,C0020437,0.9435,BLM
DB01079,C0042514,0.9435,BLM
DB01254,C0018926,0.9433,BLM
DB00244,C0162119,0.9431,BLM
DB04485,C0002962,0.9431,BLM
DB00633,C0013390,0.943,BLM
DB01280,C0013390,0.9429,BLM
DB04896,C0026826,0.9428,BLM
DB00836,C0002962,0.9427,BLM
DB01008,C0232461,0.9427,BLM
DB00370,C0019064,0.9426,BLM
DB01072,C0019572,0.9423,BLM
DB00928,C0024117,0.9423,BLM
DB00185,C0017181,0.9422,BLM
DB00709,C0017565,0.9421,BLM
DB00518,C0038454,0.9419,BLM
DB01083,C0042024,0.9419,BLM
DB00216,C0151699,0.9418,BLM
DB00297,C0011849,0.9416,BLM
DB00864,C0015402,0.9416,BLM
DB01586,C0033975,0.9415,BLM
DB01129,C0162119,0.9415,BLM
DB00175,C0015402,0.9414,BLM
DB01232,C0034065,0.9413,BLM
DB04485,C0004238,0.9413,BLM
DB00962,C1384606,0.9412,BLM
DB06809,C0014591,0.9412,BLM
DB06589,C0042267,0.9412,BLM
DB08820,C0004238,0.9411,BLM
DB01029,C0018926,0.941,BLM
DB00853,C0018926,0.9409,BLM
DB00489,C0013390,0.9408,BLM
DB00480,C0029927,0.9408,BLM
DB06809,C0017181,0.9406,BLM
DB01142,C0017565,0.9405,BLM
DB01129,C0018926,0.9403,BLM
DB00555,C0019064,0.9403,BLM
DB09101,C0017181,0.9403,BLM
DB00575,C0034065,0.9403,BLM
DB00175,C0018099,0.9402,BLM
DB00293,C0004238,0.9401,BLM
DB00480,C0015402,0.94,BLM
DB06436,C0080274,0.9397,BLM
DB00390,C0023380,0.9397,BLM
DB00181,C0018926,0.9397,BLM
DB01149,C0162119,0.9396,BLM
DB00720,C0002792,0.9396,LapRLS
DB00804,C0017181,0.9395,BLM
DB00296,C0013390,0.9395,BLM
DB01156,C0015402,0.9395,BLM
DB06769,C0085633,0.9393,BLM
DB06809,C0004238,0.9393,BLM
DB00296,C0042514,0.9392,BLM
DB00480,C0018926,0.9392,BLM
DB01150,C0017181,0.9392,BLM
DB00709,C0042514,0.9392,BLM
DB01150,C0080274,0.9391,BLM
DB00006,C0042024,0.9391,BLM
DB00175,C0162119,0.939,BLM
DB01024,C0162119,0.9389,BLM
DB00864,C0028866,0.9389,BLM
DB01067,C0017181,0.9388,BLM
DB01129,C0017565,0.9388,BLM
DB00853,C0162119,0.9387,BLM
DB01073,C0042514,0.9387,BLM
DB00973,C0008311,0.9386,BLM
DB00583,C0018802,0.9386,BLM
DB00244,C0149871,0.9385,BLM
DB01098,C0017181,0.9384,BLM
DB00659,C0917798,0.9384,BLM
DB00491,C0080274,0.9384,BLM
DB06792,C0080274,0.9383,BLM
DB01254,C0019079,0.9383,BLM
DB01046,C0017181,0.9382,BLM
DB00492,C0151825,0.938,BLM
DB00612,C0080274,0.9378,BLM
DB01080,C0028866,0.9378,BLM
DB00877,C0017565,0.9378,BLM
DB00244,C0042345,0.9377,BLM
DB01224,C0019064,0.9375,BLM
DB00331,C0004238,0.9375,BLM
DB00932,C0085633,0.9374,BLM
DB00297,C0017181,0.9374,BLM
DB01192,C0013428,0.9374,BLM
DB00811,C0019064,0.9373,BLM
DB00658,C0014591,0.9373,BLM
DB00762,C0034065,0.9373,BLM
DB06809,C0080274,0.9373,BLM
DB00783,C0162119,0.9372,BLM
DB09101,C0080274,0.9372,BLM
DB00175,C0019079,0.9371,BLM
DB00630,C0017181,0.9371,BLM
DB00492,C0034065,0.9371,BLM
DB00995,C0002962,0.9371,BLM
DB00331,C0080274,0.9369,BLM
DB06213,C0017181,0.9369,BLM
DB00747,C0028734,0.9367,BLM
DB00685,C0017181,0.9367,BLM
DB01367,C0003855,0.9366,BLM
DB00572,C0017181,0.9364,BLM
DB00692,C0017181,0.9363,BLM
DB06663,C0017181,0.9362,BLM
DB00999,C0004238,0.9362,BLM
DB00659,C0151699,0.9362,BLM
DB04485,C0017181,0.9362,BLM
DB00602,C0080274,0.9362,BLM
DB01220,C0013428,0.9362,BLM
DB01149,C0917798,0.9361,BLM
DB01008,C0017181,0.936,BLM
DB01142,C0018926,0.9359,BLM
DB00928,C0702166,0.9358,BLM
DB06698,C0080274,0.9356,BLM
DB00419,C0080274,0.9356,BLM
DB00530,C0002962,0.9355,BLM
DB13867,C0003855,0.9354,BLM
DB00224,C0028734,0.9354,BLM
DB01149,C0018926,0.9354,BLM
DB00419,C0004238,0.9353,BLM
DB00349,C0002962,0.9353,BLM
DB00104,C0042514,0.9352,BLM
DB00692,C0004238,0.9351,BLM
DB01104,C0019064,0.9351,BLM
DB01222,C0042514,0.9351,BLM
DB00396,C0042514,0.935,BLM
DB01267,C0019079,0.9349,BLM
DB06589,C0004238,0.9349,BLM
DB00658,C0080274,0.9349,BLM
DB00580,C0015397,0.9348,BLM
DB00491,C0004238,0.9348,BLM
DB00331,C0002962,0.9347,BLM
DB01046,C0004238,0.9347,BLM
DB01083,C0017181,0.9347,BLM
DB01072,C0042514,0.9347,BLM
DB05294,C0018926,0.9347,BLM
DB01039,C0080274,0.9346,BLM
DB00932,C0033975,0.9346,BLM
DB09065,C0023380,0.9346,BLM
DB01262,C0002962,0.9346,BLM
DB01080,C0019079,0.9346,BLM
DB00323,C0162119,0.9346,BLM
DB00014,C0042514,0.9345,BLM
DB01262,C0019079,0.9344,BLM
DB04854,C0029408,0.9343,BLM
DB00658,C0043094,0.9342,BLM
DB00658,C0004238,0.9342,BLM
DB01220,C0029408,0.9342,BLM
DB08912,C0017181,0.9341,BLM
DB00381,C0080274,0.934,BLM
DB01224,C0003855,0.9339,BLM
DB01036,C0004238,0.9339,BLM
DB04868,C0003855,0.9338,BLM
DB04854,C0080274,0.9338,BLM
DB00104,C0034065,0.9337,BLM
DB00341,C0042514,0.9335,BLM
DB01232,C0017181,0.9335,BLM
DB01609,C0018926,0.9335,BLM
DB06210,C0017181,0.9334,BLM
DB06215,C0013428,0.9334,BLM
DB00990,C0023380,0.9332,BLM
DB00776,C0017565,0.9332,BLM
DB00790,C0010692,0.9332,BLM
DB09101,C0015397,0.9332,BLM
DB00320,C0018802,0.9331,BLM
DB06215,C0017181,0.9331,BLM
DB00630,C0004238,0.9331,BLM
DB01280,C0018418,0.9331,BLM
DB04855,C0080274,0.933,BLM
DB00296,C0019079,0.9329,BLM
DB00580,C0029408,0.9329,BLM
DB00806,C0080274,0.9329,BLM
DB00876,C0080274,0.9329,BLM
DB00659,C0162119,0.9329,BLM
DB08873,C0003855,0.9328,BLM
DB09065,C0002962,0.9327,BLM
DB01046,C0080274,0.9327,BLM
DB09065,C0033975,0.9326,BLM
DB00619,C0151699,0.9326,BLM
DB06202,C0003862,0.9326,KBMF2K
DB00806,C0017181,0.9326,BLM
DB00331,C0029408,0.9325,BLM
DB00491,C0002962,0.9324,BLM
DB01220,C0017181,0.9324,BLM
DB00811,C0029456,0.9323,BLM
DB00482,C0029408,0.9322,BLM
DB00659,C0019079,0.9322,BLM
DB06589,C0002962,0.9322,BLM
DB00425,C0015402,0.9321,BLM
DB09065,C0080274,0.9321,BLM
DB00602,C0232461,0.932,BLM
DB01029,C0702166,0.9319,BLM
DB00806,C0023380,0.9318,BLM
DB00932,C0017181,0.9318,BLM
DB00630,C0080274,0.9317,BLM
DB00130,C0080274,0.9317,BLM
DB00836,C0033975,0.9317,BLM
DB04835,C0080274,0.9316,BLM
DB00572,C0014591,0.9315,BLM
DB00224,C0017181,0.9315,BLM
DB01029,C0042514,0.9315,BLM
DB00811,C0151699,0.9314,BLM
DB00630,C0002962,0.9314,BLM
DB00316,C0004238,0.9312,BLM
DB00224,C0085633,0.9311,BLM
DB00327,C0017181,0.9311,BLM
DB01262,C0042514,0.9311,BLM
DB00358,C0151825,0.931,BLM
DB00997,C0162119,0.9309,BLM
DB00343,C0018802,0.9308,BLM
DB00370,C0003855,0.9308,BLM
DB13867,C0151825,0.9307,BLM
DB00419,C0017181,0.9307,BLM
DB08873,C0015402,0.9307,BLM
DB00659,C0017565,0.9307,BLM
DB00928,C0042514,0.9307,BLM
DB01280,C0017181,0.9306,BLM
DB06698,C0015397,0.9306,BLM
DB00853,C0015402,0.9305,BLM
DB00130,C0004238,0.9304,BLM
DB06698,C0018965,0.9304,BLM
DB06202,C0018926,0.9304,BLM
DB01149,C0015402,0.9302,BLM
DB00740,C0019064,0.9302,BLM
DB05294,C0042514,0.9302,BLM
DB09101,C0004238,0.93,BLM
DB01024,C0042514,0.93,BLM
DB00572,C0004238,0.93,BLM
DB00580,C0017181,0.9299,BLM
DB06698,C0027051,0.9299,BLM
DB00572,C0080274,0.9298,BLM
DB00343,C0017181,0.9298,BLM
DB04868,C0029089,0.9297,BLM
DB00580,C0004238,0.9297,BLM
DB01609,C0080274,0.9297,BLM
DB01224,C0015402,0.9297,BLM
DB01248,C0010692,0.9296,BLM
DB00619,C0917798,0.9295,BLM
DB01129,C0019079,0.9295,BLM
DB01280,C0080274,0.9294,BLM
DB00278,C0080274,0.9294,BLM
DB00619,C0003855,0.9294,BLM
DB00997,C0017565,0.9294,BLM
DB00884,C0017181,0.9293,BLM
DB01067,C0004238,0.9293,BLM
DB00216,C0019079,0.9292,BLM
DB00806,C0004238,0.9292,BLM
DB04854,C0004238,0.9292,BLM
DB06809,C0002962,0.9292,BLM
DB09101,C0002962,0.9291,BLM
DB00681,C0080274,0.9291,BLM
DB00864,C0003855,0.9291,BLM
DB00390,C0015397,0.9291,BLM
DB00580,C0002962,0.929,BLM
DB01080,C0042514,0.9289,BLM
DB00555,C0024117,0.9289,BLM
DB00783,C0019079,0.9289,BLM
DB04855,C0014591,0.9289,BLM
DB04854,C0002962,0.9288,BLM
DB01220,C0014591,0.9288,BLM
DB00310,C0080274,0.9288,BLM
DB00932,C0002962,0.9288,BLM
DB00625,C0017181,0.9287,BLM
DB00736,C0017181,0.9287,BLM
DB00649,C0080274,0.9287,BLM
DB01590,C0042514,0.9286,BLM
DB00740,C0003855,0.9286,BLM
DB08864,C0015397,0.9286,BLM
DB00317,C0017181,0.9286,BLM
DB00184,C0004238,0.9286,BLM
DB00602,C0017181,0.9285,BLM
DB00580,C0080274,0.9285,BLM
DB00997,C0018926,0.9283,BLM
DB00975,C0018418,0.9282,BLM
DB00273,C0008311,0.9282,BLM
DB00491,C0013428,0.9282,BLM
DB00633,C0034065,0.9281,BLM
DB01220,C0080274,0.9281,BLM
DB00331,C0032285,0.928,BLM
DB00425,C0018926,0.928,BLM
DB00355,C0004238,0.928,BLM
DB00349,C0017181,0.9279,BLM
DB00519,C0080274,0.9279,BLM
DB00811,C0018926,0.9279,BLM
DB00175,C0085633,0.9278,BLM
DB00555,C0151699,0.9277,BLM
DB00541,C0002962,0.9277,BLM
DB00495,C0162119,0.9277,BLM
DB00928,C0019079,0.9277,BLM
DB04854,C0017181,0.9277,BLM
DB00507,C0018965,0.9276,BLM
DB06769,C0042267,0.9276,BLM
DB00669,C0019079,0.9275,BLM
DB00244,C0017565,0.9275,BLM
DB00764,C0015397,0.9274,BLM
DB01104,C0151699,0.9274,BLM
DB00853,C0017565,0.9274,BLM
DB00572,C0015397,0.9273,BLM
DB00555,C0015402,0.9272,BLM
DB00916,C0027051,0.9271,BLM
DB00244,C0011849,0.9269,BLM
DB00669,C0162119,0.9269,BLM
DB00480,C0003855,0.9268,BLM
DB01204,C0023380,0.9268,BLM
DB01262,C0085633,0.9268,BLM
DB09065,C0004238,0.9268,BLM
DB01250,C0080274,0.9267,BLM
DB01079,C0011849,0.9267,BLM
DB01085,C0027051,0.9267,BLM
DB08901,C0080274,0.9267,BLM
DB00310,C0004238,0.9267,BLM
DB00234,C0004238,0.9266,BLM
DB01029,C0034065,0.9266,BLM
DB00877,C0010692,0.9265,BLM
DB00932,C0080274,0.9265,BLM
DB00597,C0080274,0.9264,BLM
DB01014,C0004238,0.9264,BLM
DB06663,C0080274,0.9264,BLM
DB01264,C0017181,0.9264,BLM
DB01551,C0002962,0.9264,BLM
DB00494,C0017181,0.9262,BLM
DB00273,C0003855,0.9261,BLM
DB00296,C0017181,0.9261,BLM
DB06663,C0004238,0.926,BLM
DB01097,C0004238,0.926,BLM
DB08873,C0018926,0.926,BLM
DB00633,C0019079,0.926,BLM
DB00492,C0017181,0.9259,BLM
DB12403,C0029408,0.9258,BLM
DB01232,C0080274,0.9256,BLM
DB01217,C0004238,0.9256,BLM
DB06769,C0080274,0.9256,BLM
DB00370,C0151699,0.9255,BLM
DB01083,C0080274,0.9255,BLM
DB01250,C0004238,0.9254,BLM
DB01011,C0002962,0.9254,BLM
DB00633,C0017181,0.9254,BLM
DB00709,C0080274,0.9253,BLM
DB12403,C0043094,0.925,BLM
DB04485,C0080274,0.925,BLM
DB01222,C0017181,0.925,BLM
DB00198,C0004238,0.9249,BLM
DB00331,C0027051,0.9249,BLM
DB00419,C0002962,0.9249,BLM
DB01610,C0002962,0.9249,BLM
DB00633,C0080274,0.9249,BLM
DB00804,C0004238,0.9249,BLM
DB01195,C0004238,0.9248,BLM
DB00426,C0080274,0.9248,BLM
DB00491,C0027051,0.9247,BLM
DB00209,C0017181,0.9246,BLM
DB00836,C0027051,0.9246,BLM
DB00299,C0038454,0.9246,BLM
DB01609,C0004238,0.9245,BLM
DB00399,C0017181,0.9245,BLM
DB04485,C0027051,0.9244,BLM
DB06769,C0017181,0.9244,BLM
DB06215,C0080274,0.9244,BLM
DB06809,C0027051,0.9243,BLM
DB00969,C0017181,0.9243,BLM
DB06176,C0004238,0.9243,BLM
DB00209,C0004238,0.9242,BLM
DB01024,C0019064,0.9242,BLM
DB01232,C0029408,0.9242,BLM
DB00316,C0002962,0.9242,BLM
DB01254,C0042514,0.9241,BLM
DB00747,C0027051,0.9241,BLM
DB00783,C0042514,0.924,BLM
DB01628,C0242350,0.924,BLM
DB00560,C0080274,0.924,BLM
DB00788,C0162119,0.924,BLM
DB06769,C0033975,0.9238,BLM
DB00104,C0004238,0.9238,BLM
DB00836,C0017181,0.9237,BLM
DB01220,C0002962,0.9237,BLM
DB00489,C0080274,0.9236,BLM
DB06769,C0004238,0.9236,BLM
DB00783,C0003855,0.9236,BLM
DB01220,C0004238,0.9235,BLM
DB01264,C0004238,0.9235,BLM
DB00932,C0004238,0.9235,BLM
DB01058,C0015397,0.9234,BLM
DB00491,C0018965,0.9233,BLM
DB00175,C0004238,0.9233,BLM
DB06769,C0002962,0.9232,BLM
DB00492,C0080274,0.9232,BLM
DB06215,C0004238,0.9231,BLM
DB06210,C0015397,0.9231,BLM
DB06769,C0018965,0.9231,BLM
DB00481,C0080274,0.9231,BLM
DB00658,C0027051,0.9231,BLM
DB00489,C0017181,0.923,BLM
DB01215,C0018418,0.923,BLM
DB01200,C0019079,0.923,BLM
DB01012,C0002962,0.923,BLM
DB00264,C0080274,0.9229,BLM
DB00976,C0004238,0.9229,BLM
DB00549,C0015397,0.9228,BLM
DB00130,C0015397,0.9228,BLM
DB01268,C0080274,0.9227,BLM
DB00953,C0004238,0.9226,BLM
DB06663,C0002962,0.9226,BLM
DB01098,C0004238,0.9226,BLM
DB00343,C0042514,0.9226,BLM
DB01250,C0002962,0.9225,BLM
DB08815,C0017181,0.9225,BLM
DB01072,C0017181,0.9225,BLM
DB01024,C0002962,0.9224,BLM
DB00736,C0004238,0.9224,BLM
DB00327,C0004238,0.9224,BLM
DB01079,C0080274,0.9223,BLM
DB09101,C0027051,0.9223,BLM
DB00764,C0428977,0.9223,BLM
DB00877,C0019079,0.9223,BLM
DB00811,C0015402,0.9222,BLM
DB00328,C0002962,0.9222,BLM
DB00572,C0002962,0.9222,BLM
DB00900,C0002962,0.9221,BLM
DB00709,C0017181,0.9221,BLM
DB00130,C0027051,0.922,BLM
DB00659,C0042514,0.922,BLM
DB00836,C0015397,0.922,BLM
DB04854,C0015397,0.922,BLM
DB00507,C0027051,0.922,BLM
DB00630,C0015397,0.9219,BLM
DB04485,C0428977,0.9219,BLM
DB00602,C0029408,0.9219,BLM
DB00346,C0015397,0.9219,BLM
DB00331,C0018965,0.9219,BLM
DB01083,C0004238,0.9218,BLM
DB01046,C0002962,0.9217,BLM
DB00358,C0017181,0.9217,BLM
DB00843,C0019064,0.9217,BLM
DB00877,C0085633,0.9217,BLM
DB01254,C0080274,0.9215,BLM
DB01029,C0080274,0.9215,BLM
DB00491,C0017181,0.9215,BLM
DB00297,C0002962,0.9215,BLM
DB00788,C0043094,0.9215,BLM
DB01208,C0017181,0.9215,BLM
DB13868,C0270612,0.9215,BLM
DB00273,C0015402,0.9215,BLM
DB01129,C0004238,0.9213,BLM
DB00331,C0015397,0.9213,BLM
DB08873,C0162119,0.9213,BLM
DB01609,C0002962,0.9212,BLM
DB01416,C0015397,0.9212,BLM
DB00622,C0017181,0.9212,BLM
DB00334,C0005695,0.9212,BLM
DB00700,C0015397,0.9211,BLM
DB00213,C0042267,0.9211,BLM
DB00783,C0017181,0.9211,BLM
DB09065,C0015397,0.921,BLM
DB01232,C0014591,0.921,BLM
DB00625,C0080274,0.9209,BLM
DB01232,C0002962,0.9209,BLM
DB00644,C0015397,0.9209,BLM
DB01012,C0014591,0.9209,BLM
DB01079,C0027051,0.9208,BLM
DB00176,C1384606,0.9207,BLM
DB01224,C0019079,0.9207,BLM
DB01008,C0080274,0.9206,BLM
DB06663,C0018965,0.9206,BLM
DB00602,C0004238,0.9205,BLM
DB00762,C0080274,0.9205,BLM
DB00419,C0242350,0.9205,BLM
DB01024,C0019079,0.9205,BLM
DB00887,C0013428,0.9205,BLM
DB04485,C0018965,0.9205,BLM
DB00795,C0002962,0.9204,BLM
DB00958,C0027051,0.9202,BLM
DB00572,C0027051,0.9202,BLM
DB00747,C0017181,0.9201,BLM
DB01046,C0027051,0.9201,BLM
DB00244,C0042514,0.92,BLM
DB00492,C0004238,0.92,BLM
DB00630,C0027051,0.92,BLM
DB00399,C0014591,0.92,BLM
DB01254,C0029408,0.9199,BLM
DB00541,C0004238,0.9198,BLM
DB01217,C0014591,0.9198,BLM
DB00681,C0023380,0.9197,BLM
DB00349,C0042267,0.9197,BLM
DB01029,C0038454,0.9197,BLM
DB01254,C0019064,0.9197,BLM
DB13919,C0080274,0.9195,BLM
DB01610,C0017181,0.9194,BLM
DB01177,C0014591,0.9193,BLM
DB00969,C0002962,0.9193,BLM
DB01189,C0042514,0.9192,BLM
DB01280,C0002962,0.9192,BLM
DB09101,C0018965,0.9191,BLM
DB00419,C0027051,0.9191,BLM
DB01250,C0013428,0.9191,BLM
DB00533,C0027051,0.9191,BLM
DB06663,C0014591,0.919,BLM
DB01222,C0018965,0.919,BLM
DB06213,C0080274,0.919,BLM
DB00273,C0018926,0.9189,BLM
DB06769,C0428977,0.9188,BLM
DB00953,C0151825,0.9187,BLM
DB01128,C0002962,0.9187,BLM
DB01149,C0017565,0.9187,BLM
DB00379,C0027051,0.9186,BLM
DB00370,C0018926,0.9186,BLM
DB00518,C0027051,0.9186,BLM
DB06436,C0027051,0.9185,BLM
DB00887,C0428977,0.9185,BLM
DB00884,C0004238,0.9185,BLM
DB01222,C0002962,0.9185,BLM
DB00762,C0014591,0.9185,BLM
DB00209,C0002962,0.9184,BLM
DB06215,C0002962,0.9184,BLM
DB01232,C0015397,0.9184,BLM
DB04854,C0428977,0.9183,BLM
DB00224,C0004238,0.9183,BLM
DB00478,C0014591,0.9182,BLM
DB00349,C0018965,0.9181,BLM
DB00419,C0018965,0.9181,BLM
DB00399,C0232461,0.9181,BLM
DB00580,C0018965,0.918,BLM
DB00297,C0027051,0.918,BLM
DB00884,C0002962,0.918,BLM
DB01079,C0002962,0.918,BLM
DB01029,C0017181,0.9179,BLM
DB01024,C0080274,0.9179,BLM
DB00602,C0015397,0.9179,BLM
DB06414,C0027051,0.9179,BLM
DB00884,C0014591,0.9177,BLM
DB06809,C0018965,0.9176,BLM
DB00877,C0019064,0.9176,BLM
DB00658,C0002962,0.9176,BLM
DB01264,C0015397,0.9176,BLM
DB01220,C0015397,0.9175,BLM
DB00580,C0027051,0.9174,BLM
DB00762,C0002962,0.9173,BLM
DB00976,C0015397,0.9173,BLM
DB05015,C0015397,0.9173,BLM
DB06626,C0011849,0.9173,BLM
DB01083,C0014591,0.9172,BLM
DB00999,C0013428,0.9171,BLM
DB00492,C0015397,0.9171,BLM
DB00277,C0027051,0.9171,BLM
DB01046,C0014591,0.9171,BLM
DB00273,C0162119,0.9171,BLM
DB00736,C0015397,0.9171,BLM
DB00877,C0011849,0.917,BLM
DB00999,C0027051,0.917,BLM
DB00611,C0004238,0.9169,BLM
DB00734,C0151699,0.9169,BLM
DB00370,C0162119,0.9169,BLM
DB01079,C0004238,0.9168,BLM
DB00489,C0004238,0.9167,BLM
DB00659,C0018418,0.9167,BLM
DB08820,C0428977,0.9167,BLM
DB00297,C0080274,0.9167,BLM
DB00853,C0013390,0.9167,BLM
DB00492,C0018965,0.9167,BLM
DB00864,C0151699,0.9167,BLM
DB00316,C0018965,0.9166,BLM
DB00877,C0017181,0.9166,BLM
DB01254,C0002962,0.9166,BLM
DB00343,C0080274,0.9165,BLM
DB01232,C0004238,0.9165,BLM
DB01083,C0002962,0.9164,BLM
DB00671,C0018965,0.9164,BLM
DB00644,C0027051,0.9164,BLM
DB00316,C0027051,0.9164,BLM
DB01046,C0018965,0.9163,BLM
DB00857,C0014591,0.9163,BLM
DB00396,C0033975,0.9163,BLM
